Category,Series,Denomination,Year,Mint Mark,Variety,Has History,Has Obverse Image,Has Reverse Image,AI_Audited_Status
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Yellowstone, Wyoming)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Yosemite, California)",Yes,Yes,Yes,Yes
coin,Seated Liberty Coinage,Half Dollar,,,"½ Dollar ""Seated Liberty Half Dollar"" (with motto)",Yes,No,No,Yes
coin,Seated Liberty Coinage,Half Dollar,,,"½ Dollar ""Seated Liberty Half Dollar"" (without date arrows; with motto)",Yes,No,No,Yes
coin,Eisenhower Dollars,One Dollar,,,"1 Dollar ""Eisenhower Dollar"" (Silver Collectors' Issue)",Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,One Dollar,,,"1 Dollar ""Eisenhower Bicentennial Dollar"" (Silver Collectors' Issue)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,Half Dollar,,,½ Dollar (World Cup Soccer),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (XXIII Olympiad Los Angeles),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Atlanta Olympics - Track and Field),Yes,No,No,Yes
coin,Coronet Head Coinage,Ten Dollars,,,10 Dollars (Coronet Head - No motto),Yes,No,No,Yes
coin,Coronet Head Coinage,Ten Dollars,,,10 Dollars (Coronet Head - With motto),Yes,No,No,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Grand Canyon, Arizona)",Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Statue of Liberty),Yes,No,No,Yes
coin,Trade Dollars,One Dollar,,,"1 Dollar ""Trade Dollar""",Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (Abraham Lincoln),Yes,Yes,Yes,Yes
coin,Trade Dollars,One Dollar,,,1 Maui Trade Dollar,Yes,Yes,Yes,Yes
coin,Draped Bust Coinage,One Cent,,,"1 Cent ""Draped Bust Cent""",Yes,No,No,Yes
coin,Classic Head Coinage,One Cent,,,"1 Cent ""Capped Bust - Classic Head Cent""",Yes,No,No,Yes
coin,Draped Bust Coinage,Half Cent,,,"½ Cent ""Draped Bust - Half Cent""",Yes,No,No,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Mount Hood, Oregon)",Yes,Yes,Yes,Yes
coin,Early Commemorative Half Dollars,Half Dollar,1936,,½ Dollar (Long Island),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Monroe Doctrine Centennial),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Huguenot-Walloon Tercentenary),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,50 Cents - Illinois (100th anniversary New Athens),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,50 Cents - Cumberland County Anniversary (Maine),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - Atlantic Centennial (Atlantic, Iowa)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Bicentennial of the Congress),Yes,No,No,Yes
coin,Modern Commemorative Dollars,Half Dollar,,,½ Dollar (Congress),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Constitution),Yes,No,No,Yes
coin,Seated Liberty Coinage,Half Dime,,,"½ Dime - ""Seated Liberty Half Dime"" (obverse legend)",Yes,No,No,Yes
coin,Seated Liberty Coinage,One Dime,,,"1 Dime ""Seated Liberty Dime"" (without stars, date arrows removed)",Yes,No,No,Yes
coin,American Platinum Eagle,One Hundred Dollars,,,"100 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Iowa Centennial),Yes,No,No,Yes
coin,Liberty Nickels,Five Cents,,,"5 Cents ""Liberty Nickel"" (without ""CENTS"")",Yes,No,No,Yes
coin,Seated Liberty Coinage,Twenty Cents,,,"20 Cents ""Seated Liberty""",Yes,No,No,Yes
coin,American Buffalo,Fifty Dollars,,,"50 Dollars ""American Buffalo"" (Gold Bullion Coinage)",Yes,Yes,Yes,Yes
coin,Liberty Head Coinage,Five Dollars,,,5 Dollars (Indian Head),Yes,No,No,Yes
coin,Modern Commemorative Dollars,Half Dollar,,,½ Dollar (American Bald Eagle),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (XXIII Olympiad),Yes,No,No,Yes
coin,Coronet Head Coinage,Five Dollars,,,5 Dollars (Coronet Head - With motto),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Maine Statehood Centennial),Yes,No,No,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (Andrew Johnson),Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Gettysburg National Military Park, Pennsylvania)",Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Louis Braille Bicentennial),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Atlanta Olympics - Cycling),Yes,No,No,Yes
coin,Liberty Head / Matron Head Modified,One Cent,,,"1 Cent ""Liberty Head / Matron Head Modified"" (Type 2 Young Head)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Thomas Alva Edison),Yes,No,No,Yes
coin,Sacagawea & Native American Dollars,One Dollar,,,"1 Dollar ""Native American Dollar"" (Wampanoag Treaty)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Seoul Olympiad),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Korean War Memorial Coin),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (XXV Olympiad),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Bill of Rights),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (World War II),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,1994,,1 Dollar (1994 World Cup Tournament),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Bicentennial of the U.S. Capitol),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,"1 Dollar (Centennial Olympic Games, Gymnastics)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,"1 Dollar (Centennial Olympic Games, Paralympics)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Botanic Garden),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,S,1 Dollar (San Francisco Old Mint Centennial),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Lewis and Clark Bicentennial),Yes,No,No,Yes
coin,Presidential Dollars,One Dollar,,,Ronald Reagan - Double Eagle (Series AA),Yes,Yes,Yes,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,"50 Cents - Firelands Sesquicentennial (Norwalk, Ohio)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (USO Anniversary),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Eisenhower Centennial),Yes,No,No,Yes
coin,Morgan Dollars,One Dollar,,,1 Ounce - Morgan Dollar,Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,Five Dollars,,,5 Dollars (Olympics),Yes,No,No,Yes
coin,Morgan Dollars,One Dollar,,,1 Ounce - Silver Trade Unit (Morgan Dollar),Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Glacier National Park, Montana)",Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Boy Scouts of America Centennial),Yes,No,No,Yes
coin,Modern Commemorative Dollars,Half Dollar,,,½ Dollar (Bill Of Rights),Yes,No,No,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Bicentennial, Silver Issue)",Yes,Yes,Yes,Yes
coin,Kennedy Half Dollars,Half Dollar,,,"½ Dollar ""Kennedy Half Dollar"" (Bicentennial, Silver Issue)",Yes,Yes,Yes,Yes
coin,Morgan Dollars,One Dollar,,,1 Ounce - American Pacific Mint (Morgan Silver Trade Unit),Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (Ulysses S. Grant),Yes,Yes,Yes,Yes
coin,American Gold Eagle,Five Dollars,,,"25 Dollars ""American Gold Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (James Garfield),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,1915,S,½ Dollar (Panama-Pacific Exposition),Yes,No,No,Yes
coin,Gobrecht Dollars,One Dollar,,,"1 Dollar ""Gobrecht Dollar""",Yes,Yes,Yes,Yes
coin,Gobrecht Dollars,One Dollar,,,"1 Dollar ""Gobrecht Dollar""",Yes,Yes,Yes,Yes
coin,America the Beautiful Quarters (National Parks),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Olympic National Park, Washington)",Yes,Yes,Yes,Yes
coin,U.S. Pattern Coinage,Four Dollars,1879,,"4 Dollars ""1879 Stella"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Cent,1792,,"1 Cent ""1792 Silver Center and Copper"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Cent,,,"1 Cent ""Fugio Cent""",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,1873,,"1 Dollar ""1873 Trade Dollar"" (Pattern)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,1879,,"1 Dollar ""1879 Goloid Metric Dollar"" (Pattern; Goloid)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Four Dollars,1880,,"1 Stella / 4 Dollars ""1880 Stella"" Pattern; aluminium",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Four Dollars,1880,,"4 Dollars ""1880 Stella"" (Pattern; gold)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,1880,,"1 Dollar ""1880 Goloid Metric Dollar"" (Pattern; Goloid)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Four Dollars,1880,,"1 Stella / 4 Dollars ""1880 Stella"" (Pattern; gold)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,1880,,"1 Dollar ""1880 Goloid Metric Dollar"" (Pattern; Goloid)",Yes,No,No,Yes
coin,Metric Double Eagle / Quintuple Stella,Twenty Dollars,,,"20 Dollars ""Metric Double Eagle / Quintuple Stella""",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Two and a Half Dollars,,,"2½ Dollars ""Quarter Eagle"" (Pattern; copper)",Yes,No,No,Yes
coin,Large Indian Head,One Dollar,,,"1 Dollar ""Large Indian Head"" (Type 3)",Yes,No,No,Yes
coin,Indian Princess Head,Three Dollars,,,"3 Dollars ""Indian Princess Head""",Yes,Yes,Yes,Yes
coin,Small Indian Head,One Dollar,,,"1 Dollar ""Small Indian Head"" (Type 2)",Yes,No,No,Yes
coin,Saint-Gaudens Gold Coinage,Ten Dollars,1907-1908,,10 Dollars (Indian Head - No motto),Yes,No,No,Yes
coin,Saint-Gaudens Gold Coinage,Ten Dollars,,,10 Dollars (Indian Head - With motto),Yes,No,No,Yes
coin,Liberty Head Coinage,Twenty Dollars,,,"20 Dollars (Liberty Head - Double Eagle, With motto)",Yes,No,No,Yes
coin,Saint-Gaudens Gold Coinage,Twenty Dollars,,,"20 Dollars (Saint-Gaudens - Double Eagle, With motto)",Yes,No,No,Yes
coin,Liberty Head Coinage,Twenty Dollars,,,"20 Dollars (Liberty Head - Double Eagle, With motto)",Yes,No,No,Yes
coin,Saint-Gaudens Gold Coinage,Twenty Dollars,,,"20 Dollars (Saint-Gaudens - Double Eagle, No motto, Roman numerals)",Yes,No,No,Yes
coin,Saint-Gaudens Gold Coinage,Twenty Dollars,,,"20 Dollars (Saint-Gaudens - Double Eagle, No motto)",Yes,No,No,Yes
coin,American Platinum Eagle,Five Dollars,,,"25 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Gold Eagle,Fifty Dollars,,,"50 Dollars ""American Gold Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,One Hundred Dollars,,,"100 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,One Hundred Dollars,,,"100 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,Saint-Gaudens Gold Coinage,Twenty Dollars,,,"20 Dollars (Saint-Gaudens; Roman numerals, no motto, ultra high relief)",Yes,No,No,Yes
coin,Saint-Gaudens Gold Coinage,Twenty Dollars,,,"20 Dollars ""Saint-Gaudens - Double Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,Draped Bust Coinage,One Dollar,,,"1 Dollar ""Draped Bust Dollar"" (Heraldic eagle)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,Ten Dollars,2000,W,10 Dollars (Library of Congress; Bimetallic),Yes,No,No,Yes
coin,Gobrecht Dollars,One Dollar,,,2 Ounces - America's Rarest Coins (Gobrecht Dollar),Yes,Yes,Yes,Yes
coin,First Spouse Gold Coins,Ten Dollars,,,10 Dollars (Martha Washington; Bullion Coinage),Yes,No,No,Yes
coin,First Spouse Gold Coins,Ten Dollars,,,10 Dollars (Abigail Adams; Bullion Coinage),Yes,No,No,Yes
coin,First Spouse Gold Coins,Ten Dollars,,,10 Dollars (Dolley Madison; Bullion Coinage),Yes,No,No,Yes
coin,Presidential Dollars,Ten Dollars,,,10 Dollars (Thomas Jefferson's Liberty; Bullion Coinage),Yes,Yes,Yes,Yes
coin,First Spouse Gold Coins,Ten Dollars,,,10 Dollars (Elizabeth Monroe; Bullion Coinage),Yes,No,No,Yes
coin,First Spouse Gold Coins,Ten Dollars,,,10 Dollars (Louisa Adams; Bullion Coinage),Yes,No,No,Yes
coin,Presidential Dollars,Ten Dollars,,,10 Dollars (Andrew Jackson's Liberty; Bullion Coinage),Yes,Yes,Yes,Yes
coin,Presidential Dollars,Ten Dollars,,,10 Dollars (Martin van Buren's Liberty; Bullion Coinage),Yes,Yes,Yes,Yes
coin,Liberty Cap Cents,One Cent,,,"1 Cent ""Liberty Cap Cent""",Yes,No,No,Yes
coin,Presidential Dollars,Ten Dollars,2009,W,10 Dollars (Anna Harrison; Bullion Coinage),Yes,Yes,Yes,Yes
coin,First Spouse Gold Coins,Ten Dollars,,,10 Dollars (Letitia Tyler; Bullion Coinage),Yes,No,No,Yes
coin,Presidential Dollars,Ten Dollars,2008,W,10 Dollars (Julia Tyler; Bullion Coinage),Yes,Yes,Yes,Yes
coin,First Spouse Gold Coins,Ten Dollars,,,10 Dollars (Sarah Polk; Bullion Coinage),Yes,No,No,Yes
coin,First Spouse Gold Coins,Ten Dollars,,,10 Dollars (Margaret Taylor; Bullion Coinage),Yes,No,No,Yes
coin,First Spouse Gold Coins,Ten Dollars,,,10 Dollars (Abigail Fillmore; Bullion Coinage),Yes,No,No,Yes
coin,First Spouse Gold Coins,Ten Dollars,,,10 Dollars (Jane Pierce; Bullion Coinage),Yes,No,No,Yes
coin,Presidential Dollars,Ten Dollars,,,10 Dollars (James Buchanan's Liberty; Bullion Coinage),Yes,Yes,Yes,Yes
coin,First Spouse Gold Coins,Ten Dollars,,,10 Dollars (Mary Todd Lincoln; Bullion Coinage),Yes,No,No,Yes
coin,Liberty Head Coinage,Twenty Dollars,,,"20 Dollars (Liberty Head - Double Eagle, No motto)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,Half Dollar,,,½ Dollar (Pattern),Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Cent,,,1 Cent (Pattern),Yes,No,No,Yes
coin,Liberty Walking Half Dollars,One Dollar,,,1 oz Silver (Walking Liberty),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Columbus),Yes,No,No,Yes
coin,Flowing Hair Coinage,One Cent,,,"1 Cent ""Flowing Hair Cent"" (Wreath reverse)",Yes,No,No,Yes
coin,Flowing Hair Coinage,One Cent,,,"1 Cent ""Flowing Hair Cent"" (Chain reverse)",Yes,No,No,Yes
coin,Braided Hair - Half Cents,Half Cent,,,"½ Cent ""Braided Hair - Half Cent""",Yes,No,No,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (Rutherford B. Hayes),Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Vicksburg National Military Park, Mississippi)",Yes,Yes,Yes,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Chickasaw National Recreation Area, Oklahoma)",Yes,Yes,Yes,Yes
coin,Early Commemorative Half Dollars,Fifty Dollars,,,50 Dollars (Panama–Pacific Exposition),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Fifty Dollars,,,50 Dollars (Panama–Pacific Exposition),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Panama–Pacific Exposition),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Two and a Half Dollars,1915,S,2½ Dollars (Panama–Pacific Exposition),Yes,No,No,Yes
coin,Seated Liberty Coinage,Quarter Dollar,,,"¼ Dollar ""Seated Liberty Quarter"" (without motto, with rays and date arrows)",Yes,No,No,Yes
coin,Seated Liberty Coinage,Quarter Dollar,,,"¼ Dollar ""Seated Liberty Quarter"" (without motto, with date arrows)",Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,,,1 Dollar - Victoria Kaʻiulani (Reginald Huth Pattern),Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,,,1 Dollar - Victoria Kaʻiulani (Reginald Huth Pattern),Yes,No,No,Yes
coin,U.S. Pattern Coinage,One Dollar,,,1 Dollar - Liliʻuokalani (Reginald Huth Pattern),Yes,No,No,Yes
coin,Flowing Hair Coinage,Five Cents,,,"5 Cents ""Flowing Hair Half Dime""",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Counterstamped),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Counterstamped),Yes,No,No,Yes
coin,Draped Bust Coinage,Five Dollars,,,"5 Dollars ""Draped Bust"" (Small Eagle)",Yes,No,No,Yes
coin,Capped Bust Coinage,Ten Dollars,,,10 Dollars (Liberty Cap / Small Eagle),Yes,No,No,Yes
coin,Liberty Cap,Five Dollars,,,"5 Dollars ""Liberty Cap"" (Heraldic Eagle)",Yes,Yes,Yes,Yes
coin,Capped Bust Coinage,Ten Dollars,,,10 Dollars (Liberty Cap / Heraldic Eagle),Yes,No,No,Yes
coin,American Platinum Eagle,Ten Dollars,,,"10 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Five Dollars,,,"25 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Fifty Dollars,,,"50 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,One Hundred Dollars,,,"100 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,One Hundred Dollars,,,"100 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Fifty Dollars,,,"50 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Ten Dollars,,,"10 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Platinum Eagle,Fifty Dollars,,,"50 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,American Gold Eagle,Ten Dollars,,,"10 Dollars ""American Gold Eagle"" (Bullion Coinage)",Yes,No,No,Yes
coin,Half Disme,Five Cents,,,"5 Cents ""Half Disme""",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Dolley Madison),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Leif Ericson Millennium),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,W,1 Dollar (West Point Bicentennial),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (First Flight Centennial),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Marine Corps 230th Anniversary),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Bald Eagle Recovery and National Emblem),Yes,No,No,Yes
coin,Franklin Half Dollars,One Dollar,,,"1 Dollar (Benjamin Franklin Tercentenary, Scientist)",Yes,Yes,Yes,Yes
coin,Franklin Half Dollars,One Dollar,,,"1 Dollar (Benjamin Franklin Tercentenary, Founding Father)",Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,Half Dollar,1991,,½ Dollar (Mt. Rushmore),Yes,No,No,Yes
coin,Seated Liberty Coinage,One Dollar,,,"1 Dollar ""Seated Liberty"" (with motto)",Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (California Diamond Jubilee),Yes,No,No,Yes
coin,Early Commemorative Half Dollars,Half Dollar,,,½ Dollar (Lexington-Concord Sesquicentennial),Yes,No,No,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (El Yunque National Forest, Puerto Rico)",Yes,Yes,Yes,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Chester Arthur),Yes,No,No,Yes
coin,Presidential Dollars,One Dollar,,,"1 Dollar (Grover Cleveland, first term)",Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,1 Dollar (Benjamin Harrison),Yes,Yes,Yes,Yes
coin,Presidential Dollars,One Dollar,,,"1 Dollar (Grover Cleveland, second term)",Yes,Yes,Yes,Yes
coin,Sacagawea & Native American Dollars,One Dollar,,,"1 Dollar ""Native American Dollar"" (Trade Routes in the 17th Century)",Yes,No,No,Yes
coin,Draped Bust Coinage,Half Dollar,,,"½ Dollar ""Draped Bust Half Dollar"" (Heraldic eagle)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,Half Dollar,,,½ Dollar (Atlanta Olympics - Baseball),Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Robert F. Kennedy),Yes,No,No,Yes
coin,Washington Quarters (Classic),Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Silver Proof Issue)",Yes,Yes,Yes,Yes
coin,Classic Head Coinage,Half Cent,,,½ Cent,Yes,No,No,Yes
coin,Flowing Hair Coinage,Half Dollar,,,"½ Dollar ""Flowing Hair Half Dollar"" (small eagle)",Yes,No,No,Yes
coin,Flowing Hair Coinage,One Dollar,,,"1 Dollar ""Flowing Hair Dollar""",Yes,No,No,Yes
coin,Draped Bust Coinage,Half Dime,,,"½ Dime ""Draped Bust Half Dime"" (small eagle)",Yes,No,No,Yes
coin,Draped Bust Coinage,One Dime,,,"1 Dime ""Draped Bust Dime"" (small eagle)",Yes,No,No,Yes
coin,Draped Bust Coinage,Quarter Dollar,,,"¼ Dollar ""Draped Bust Quarter"" (small eagle)",Yes,No,No,Yes
coin,Draped Bust Coinage,Half Dollar,,,"½ Dollar ""Draped Bust Half Dollar"" (small eagle)",Yes,No,No,Yes
coin,Capped Bust Coinage,Two and a Half Dollars,,,"2½ Dollars ""Capped Bust to Right - Quarter Eagle""",Yes,No,No,Yes
coin,Draped Bust Coinage,One Dime,,,"1 Dime ""Draped Bust Dime"" (Heraldic eagle)",Yes,No,No,Yes
coin,Draped Bust Coinage,Half Dime,,,"½ Dime ""Draped Bust Half Dime"" (Heraldic eagle)",Yes,No,No,Yes
coin,Modern Commemorative Dollars,One Dollar,,,1 Dollar (Lewis and Clark),Yes,No,No,Yes
coin,Draped Bust Coinage,Five Cents,,,"25 Cents ""Draped Bust Quarter""",Yes,No,No,Yes
coin,Capped Head - Quarter Eagle,Two and a Half Dollars,,,"2½ Dollars ""Capped Head - Quarter Eagle""",Yes,No,No,Yes
coin,Classic Head Coinage,Half Cent,,,"½ Cent ""Classic Head Half Cent""",Yes,No,No,Yes
coin,Capped Head - Quarter Eagle,Two and a Half Dollars,,,"2½ Dollars ""Capped Head - Quarter Eagle""",Yes,No,No,Yes
coin,Capped Head - Quarter Eagle,Two and a Half Dollars,,,"2½ Dollars ""Capped Head - Quarter Eagle""",Yes,No,No,Yes
coin,Seated Liberty Coinage,One Dime,,,"1 Dime ""Seated Liberty Dime"" (no stars around rim)",Yes,No,No,Yes
coin,Seated Liberty Coinage,One Dime,,,"1 Dime ""Seated Liberty Dime"" (arrows at date)",Yes,No,No,Yes
coin,Seated Liberty Coinage,Quarter Dollar,,,"¼ Dollar ""Seated Liberty Quarter"" (with motto; with date arrows)",Yes,No,No,Yes
coin,Standing Liberty Quarters,Quarter Dollar,,,"¼ Dollar ""Standing Liberty Quarter"" (No Stars Below Eagle)",Yes,Yes,Yes,Yes
