Count,Year,Mint,Denomination,Program/Series,Theme/Subject,Resolved_Program,Resolved_Subject,Best_Key_Tried
1,1921,S,Half Dollar,Barber,Liberty Head,barber,,1921_S_barber
1,1922,S,Dollar,Peace Dollar,,peace-dollar,,1922_S_peace-dollar
1,1922,D,Dollar,Peace Dollar,,peace-dollar,,1922_D_peace-dollar
1,1922,D,Nickel,Buffalo Nickel,Native American & Buffalo,buffalo-nickel,,1922_D_buffalo-nickel
1,1923,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1923_mercury-dime
1,1923,D,Dollar,Peace Dollar,,peace-dollar,,1923_D_peace-dollar
1,1923,S,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1923_S_kennedy-half-dollar
1,1923,,Nickel,,,nickel,,1923_nickel
1,1923,S,Penny,Lincoln Head Penny,Lincoln Head Penny,lincoln-cent,,1923_S_lincoln-cent
1,1923,S,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1923_S_quarter
1,1923,,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1923_quarter
1,1924,D,1 Dime,Mercury Silver Dime,Mercury Dime,dime,,1924_D_dime
1,1924,S,1 Dime,Mercury Silver Dime,Mercury Dime,dime,,1924_S_dime
1,1924,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1924_mercury-dime
1,1924,S,Dollar,Peace Dollar,,peace-dollar,,1924_S_peace-dollar
1,1924,D,Nickel,Buffalo Nickel,Native American & Buffalo,buffalo-nickel,,1924_D_buffalo-nickel
1,1924,S,Nickel,Buffalo Nickel,Native American & Buffalo,buffalo-nickel,,1924_S_buffalo-nickel
1,1924,S,Penny,Lincoln Head Penny,Lincoln Portrait,lincoln-cent,,1924_S_lincoln-cent
1,1924,D,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1924_D_quarter
1,1924,,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1924_quarter
1,1925,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1925_mercury-dime
1,1925,S,Dollar,Peace Dollar,,peace-dollar,,1925_S_peace-dollar
1,1925,,Nickel,Buffalo Nickel,Native American & Buffalo,buffalo-nickel,,1925_buffalo-nickel
1,1925,D,Nickel,Buffalo Nickel,Native American & Buffalo,buffalo-nickel,,1925_D_buffalo-nickel
1,1925,S,Nickel,Buffalo Nickel,Native American & Buffalo,buffalo-nickel,,1925_S_buffalo-nickel
1,1926,,2.5,2.50 American Sesquicentennial Gold,1926 $2.50 American Sesquicentennial Gold,cent,,1926_cent
1,1926,,2.5,US Commemorative Gold Coinage,American Sesquicentennial Gold Quarter Eagle,commemorative,,1926_commemorative
1,1926,S,Dollar,Peace Dollar,,peace-dollar,,1926_S_peace-dollar
1,1926,D,Dollar,Peace Dollar,,peace-dollar,,1926_D_peace-dollar
1,1926,,Morgan Silver Dollar,Morgan Silver Dollar,,morgan-dollar,,1926_morgan-dollar
1,1926,D,Penny,Lincoln Cent,Lincoln Cent (Wheat Reverse),lincoln-cent,,1926_D_lincoln-cent
1,1926,S,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1926_S_lincoln-cent
1,1926,D,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1926_D_quarter
1,1926,S,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1926_S_quarter
1,1926,,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1926_quarter
1,1927,S,1 Dime,Mercury Silver Dime,Mercury Dime,dime,,1927_S_dime
1,1927,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1927_mercury-dime
1,1927,S,Dollar,Peace Dollar,,peace-dollar,,1927_S_peace-dollar
1,1927,D,Dollar,Peace Dollar,,peace-dollar,,1927_D_peace-dollar
1,1927,,Dollar,Peace Dollar,,peace-dollar,,1927_peace-dollar
1,1927,S,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1927_S_kennedy-half-dollar
1,1927,,Nickel,,,nickel,,1927_nickel
1,1927,D,Nickel,Buffalo Nickel,Native American & Buffalo,buffalo-nickel,,1927_D_buffalo-nickel
1,1927,D,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1927_D_quarter
1,1927,,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1927_quarter
1,1927,S,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1927_S_quarter
1,1928,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1928_mercury-dime
1,1928,,Jefferson Nickel,Last Seven Philadelphia Buffalo Nickels Set (1928-1937),Buffalo Nickel,buffalo-nickel,,1928_buffalo-nickel
1,1928,S,Mercury Dime,,,mercury-dime,,1928_S_mercury-dime
1,1928,S,Penny,Lincoln Head Penny,Lincoln Head Penny,lincoln-cent,,1928_S_lincoln-cent
1,1928,D,Penny,,,cent,,1928_D_cent
1,1928,D,Penny,Lincoln Head Cent,Lincoln Head,lincoln-cent,,1928_D_lincoln-cent
1,1928,,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1928_quarter
1,1928,S,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1928_S_quarter
1,1928,D,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1928_D_quarter
1,1929,D,1 Dime,Mercury Silver Dime,Mercury Dime,dime,,1929_D_dime
1,1929,S,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1929_S_mercury-dime
1,1929,D,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1929_D_kennedy-half-dollar
1,1929,S,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1929_S_kennedy-half-dollar
1,1929,D,Penny,,,cent,,1929_D_cent
1,1929,,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1929_quarter
1,1929,D,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1929_D_quarter
1,1929,S,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1929_S_quarter
1,1930,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1930_mercury-dime
1,1930,S,Mercury Dime,Mercury,,mercury-dime,,1930_S_mercury-dime
1,1930,S,Nickel,Buffalo Nickel,,buffalo-nickel,,1930_S_buffalo-nickel
1,1930,,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1930_quarter
1,1930,P,Quarter,Standing Liberty Silver Quarter,Standing Liberty,quarter,,1930_P_quarter
1,1931,S,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1931_S_mercury-dime
1,1931,D,Mercury Dime,Mercury,,mercury-dime,,1931_D_mercury-dime
1,1931,,Nickel,Buffalo Nickel,Native American & Buffalo,buffalo-nickel,,1931_buffalo-nickel
1,1931,D,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1931_D_lincoln-cent
1,1931,S,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1931_S_lincoln-cent
1,1932,D,Nickel,Buffalo Nickel,Native American & Buffalo,buffalo-nickel,,1932_D_buffalo-nickel
1,1933,S,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1933_S_kennedy-half-dollar
1,1933,D,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1933_D_lincoln-cent
1,1934,D,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1934_D_mercury-dime
1,1934,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1934_mercury-dime
1,1934,S,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1934_S_kennedy-half-dollar
1,1934,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1934_P_kennedy-half-dollar
1,1934,D,Penny,Lincoln Head Penny,Lincoln Head Penny,lincoln-cent,,1934_D_lincoln-cent
1,1934,O,Quarter,Washington Silver Quarter,,quarter,,1934_O_quarter
1,1935,D,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1935_D_mercury-dime
1,1935,D,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1935_D_kennedy-half-dollar
1,1935,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1935_P_kennedy-half-dollar
1,1935,S,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1935_S_kennedy-half-dollar
1,1935,S,Nickel,Buffalo Nickel,,buffalo-nickel,,1935_S_buffalo-nickel
1,1935,S,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1935_S_lincoln-cent
1,1935,D,Penny,Lincoln Head Penny,Lincoln Head Penny,lincoln-cent,,1935_D_lincoln-cent
1,1935,D,Quarter,Washington Silver Quarter,,quarter,,1935_D_quarter
1,1935,S,Quarter,Washington Silver Quarter,,quarter,,1935_S_quarter
1,1936,S,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1936_S_mercury-dime
1,1936,D,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1936_D_mercury-dime
1,1936,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1936_mercury-dime
1,1936,S,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1936_S_kennedy-half-dollar
1,1936,D,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1936_D_kennedy-half-dollar
1,1936,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1936_P_kennedy-half-dollar
1,1936,,Nickel,Buffalo Nickel Series,,buffalo-nickel,,1936_buffalo-nickel
1,1936,S,Nickel,,Buffalo / Native American,nickel,,1936_S_nickel
1,1936,D,Penny,Lincoln Head Penny,Lincoln Head Penny,lincoln-cent,,1936_D_lincoln-cent
1,1936,S,Penny,Lincoln Head Cent,Lincoln Head,lincoln-cent,,1936_S_lincoln-cent
1,1936,S,Quarter,Washington Silver Quarter,,quarter,,1936_S_quarter
1,1936,D,Quarter,Washington Silver Quarter,,quarter,,1936_D_quarter
1,1937,S,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1937_S_mercury-dime
1,1937,D,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1937_D_mercury-dime
1,1937,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1937_P_kennedy-half-dollar
1,1937,D,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1937_D_kennedy-half-dollar
1,1937,S,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1937_S_kennedy-half-dollar
1,1937,,Nickel,Buffalo Nickel Series,,buffalo-nickel,,1937_buffalo-nickel
1,1937,S,Quarter,Washington Silver Quarter,,quarter,,1937_S_quarter
1,1937,,Quarter,Washington Silver Quarter,,quarter,,1937_quarter
1,1937,D,Quarter,Washington Silver Quarter,,quarter,,1937_D_quarter
1,1938,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1938_mercury-dime
1,1938,D,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1938_D_mercury-dime
1,1938,,Dime,Liberty Seated Silver Dime,,dime,,1938_dime
1,1938,S,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1938_S_mercury-dime
1,1938,D,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1938_D_kennedy-half-dollar
1,1938,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1938_P_kennedy-half-dollar
1,1938,D,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1938_D_lincoln-cent
1,1938,S,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1938_S_lincoln-cent
1,1938,S,Quarter,Washington Silver Quarter,,quarter,,1938_S_quarter
1,1939,D,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1939_D_mercury-dime
1,1939,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1939_P_kennedy-half-dollar
1,1939,S,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1939_S_kennedy-half-dollar
1,1939,P,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1939_P_jefferson-nickel
1,1939,D,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1939_D_lincoln-cent
1,1939,S,Quarter,Washington Silver Quarter,,quarter,,1939_S_quarter
1,1939,,Quarter,Washington Silver Quarter,,quarter,,1939_quarter
1,1939,D,Quarter,Washington Silver Quarter,,quarter,,1939_D_quarter
1,1940,,"5-Coin Set (Lincoln Cent, Jefferson Nickel, Mercury Dime, Washington Quarter, Walking Liberty Half Dollar)","America Revisited Selection, Time Capsule Year Set",,kennedy-half-dollar,,1940_kennedy-half-dollar
1,1940,S,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1940_S_mercury-dime
1,1940,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1940_mercury-dime
1,1940,D,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1940_D_mercury-dime
1,1940,S,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1940_S_kennedy-half-dollar
1,1940,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1940_P_kennedy-half-dollar
1,1940,P,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1940_P_jefferson-nickel
1,1940,S,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1940_S_jefferson-nickel
1,1940,S,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1940_S_lincoln-cent
1,1940,D,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1940_D_lincoln-cent
1,1940,,Quarter,Washington Silver Quarter,,quarter,,1940_quarter
1,1940,D,Quarter,Washington Silver Quarter,,quarter,,1940_D_quarter
1,1940,S,Quarter,Washington Silver Quarter,,quarter,,1940_S_quarter
1,1941,D,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1941_D_mercury-dime
1,1941,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1941_mercury-dime
1,1941,,Half Dollar,Walking Liberty,,walking-liberty,,1941_walking-liberty
1,1941,S,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1941_S_jefferson-nickel
1,1941,D,Penny,Lincoln Cent,Lincoln Cent (Wheat Reverse),lincoln-cent,,1941_D_lincoln-cent
1,1941,D,Quarter,Washington Silver Quarter,,quarter,,1941_D_quarter
1,1941,S,Quarter,Washington Silver Quarter,,quarter,,1941_S_quarter
1,1941,,Quarter,Washington Silver Quarter,,quarter,,1941_quarter
1,1942,,Coin Set,Birth Year Coin and Silver Commemorative Set,Birth Year,commemorative,,1942_commemorative
1,1942,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1942_P_kennedy-half-dollar
1,1942,D,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1942_D_kennedy-half-dollar
1,1942,D,Penny,Lincoln Cent,Lincoln Cent (Wheat Reverse),lincoln-cent,,1942_D_lincoln-cent
1,1942,D,Quarter,Washington Silver Quarter,,quarter,,1942_D_quarter
1,1942,S,Roosevelt Dime,The World War II U.S. Coin Collection,WWII,dime,,1942_S_dime
1,1943,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1943_mercury-dime
1,1943,D,Dime,,,dime,,1943_D_dime
1,1943,S,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1943_S_mercury-dime
1,1943,D,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1943_D_mercury-dime
1,1943,,Dime,,Winged Liberty Head,dime,,1943_dime
1,1943,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1943_P_kennedy-half-dollar
1,1943,D,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1943_D_kennedy-half-dollar
1,1943,,Half Dollar,Walking Liberty,,walking-liberty,,1943_walking-liberty
1,1943,P,Nickel,Jefferson Nickel Series,"Thomas Jefferson, Wartime Nickel",jefferson-nickel,,1943_P_jefferson-nickel
1,1943,P,Nickel,Wartime Nickel,,nickel,,1943_P_nickel
1,1943,S,Quarter,Washington Silver Quarter,,quarter,,1943_S_quarter
1,1943,D,Quarter,Washington Silver Quarter,,quarter,,1943_D_quarter
1,1943,,Walking Liberty Half Dollar,Walking Liberty Half Dollar,Walking Liberty,kennedy-half-dollar,,1943_kennedy-half-dollar
1,1944,S,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1944_S_mercury-dime
1,1944,D,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1944_D_mercury-dime
1,1944,S,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1944_S_kennedy-half-dollar
1,1944,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1944_P_kennedy-half-dollar
1,1944,D,Half Dollar,Walking Liberty,,walking-liberty,,1944_D_walking-liberty
1,1944,D,Quarter,Washington Silver Quarter,,quarter,,1944_D_quarter
1,1944,S,Quarter,Washington Silver Quarter,,quarter,,1944_S_quarter
1,1945,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1945_mercury-dime
1,1945,S,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1945_S_kennedy-half-dollar
1,1945,D,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1945_D_kennedy-half-dollar
1,1945,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1945_P_kennedy-half-dollar
1,1945,D,Nickel,Jefferson Nickel Series,"Thomas Jefferson, Wartime Nickel",jefferson-nickel,,1945_D_jefferson-nickel
1,1945,D,Penny,Lincoln Head Penny,Lincoln Head Penny,lincoln-cent,,1945_D_lincoln-cent
1,1945,S,Penny,Lincoln Head Cent,Lincoln Head,lincoln-cent,,1945_S_lincoln-cent
1,1945,,Quarter,Washington Silver Quarter,,quarter,,1945_quarter
1,1946,D,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1946_D_jefferson-nickel
1,1946,D,Penny,Lincoln Head Cent,Lincoln Head,lincoln-cent,,1946_D_lincoln-cent
1,1946,S,Quarter,Washington Silver Quarter,,quarter,,1946_S_quarter
1,1946,D,Quarter,Washington Silver Quarter,,quarter,,1946_D_quarter
1,1947,,"5-Coin Set (Lincoln Cent, Jefferson Nickel, Roosevelt Dime, Washington Quarter, Walking Liberty Half Dollar)",Time Capsule Year Set,,kennedy-half-dollar,,1947_kennedy-half-dollar
1,1947,D,Dime,Roosevelt Dimes,silver,dime,,1947_D_dime
1,1947,,Dime,Roosevelt Dimes,Silver,dime,,1947_dime
1,1947,D,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1947_D_mercury-dime
1,1947,P,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1947_P_kennedy-half-dollar
1,1947,D,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1947_D_kennedy-half-dollar
1,1947,S,Penny,Lincoln Cent,Lincoln Cent (Wheat Reverse),lincoln-cent,,1947_S_lincoln-cent
1,1947,D,Penny,Lincoln Cent,Lincoln Cent (Wheat Reverse),lincoln-cent,,1947_D_lincoln-cent
1,1947,S,Quarter,Washington Silver Quarter,,quarter,,1947_S_quarter
1,1947,,Quarter,Washington Silver Quarter,,quarter,,1947_quarter
1,1948,,Dime,Roosevelt Dimes,silver,dime,,1948_dime
1,1948,D,Dime,Roosevelt Dimes,silver,dime,,1948_D_dime
1,1948,S,Dime,Roosevelt Dimes,silver,dime,,1948_S_dime
1,1948,O,Half Dollar,Liberty Walking Half Dollar,Liberty Walking,kennedy-half-dollar,,1948_O_kennedy-half-dollar
1,1948,,Nickel,,,nickel,,1948_nickel
1,1948,S,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1948_S_lincoln-cent
1,1948,D,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1948_D_lincoln-cent
1,1948,D,Quarter,Washington Silver Quarter,,quarter,,1948_D_quarter
1,1948,S,Quarter,Washington Silver Quarter,,quarter,,1948_S_quarter
1,1949,D,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1949_D_mercury-dime
1,1949,S,Dime,Roosevelt Dimes,silver,dime,,1949_S_dime
1,1949,D,Dime,Roosevelt Dimes,silver,dime,,1949_D_dime
1,1949,D,Half Dollar,Franklin Half Dollar,Benjamin Franklin,kennedy-half-dollar,,1949_D_kennedy-half-dollar
1,1949,D,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1949_D_jefferson-nickel
1,1949,S,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1949_S_lincoln-cent
1,1949,D,Quarter,Washington Silver Quarter,,quarter,,1949_D_quarter
1,1949,,Quarter,Washington Silver Quarter,,quarter,,1949_quarter
1,1949,,Roosevelt Dime,Roosevelt Dime,,dime,,1949_dime
1,1950,S,Dime,Roosevelt Dimes,silver,dime,,1950_S_dime
1,1950,,Dime,Roosevelt Dimes,silver,dime,,1950_dime
1,1950,D,Nickel,Jefferson Nickel,,jefferson-nickel,,1950_D_jefferson-nickel
1,1950,P,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1950_P_jefferson-nickel
1,1950,D,Nickel,,,nickel,,1950_D_nickel
1,1950,S,Penny,Lincoln Cent,Abraham Lincoln,lincoln-cent,,1950_S_lincoln-cent
1,1950,D,Penny,Lincoln Head Penny,Abraham Lincoln,lincoln-cent,,1950_D_lincoln-cent
1,1950,S,Quarter,Washington Silver Quarter,,quarter,,1950_S_quarter
1,1950,D,Quarter,Washington Silver Quarter,,quarter,,1950_D_quarter
1,1951,D,Dime,Roosevelt Dimes,silver,dime,,1951_D_dime
1,1951,S,Half Dollar,Franklin Half Dollar,Benjamin Franklin,kennedy-half-dollar,,1951_S_kennedy-half-dollar
1,1951,D,Penny,Lincoln Cent,Lincoln Cent (Wheat Reverse),lincoln-cent,,1951_D_lincoln-cent
1,1951,S,Quarter,Washington Silver Quarter,,quarter,,1951_S_quarter
1,1952,S,Dime,Roosevelt Dimes,,dime,,1952_S_dime
1,1952,,Dime,Roosevelt Dimes,Silver,dime,,1952_dime
1,1952,S,Half Dollar,Franklin Half Dollar,Benjamin Franklin,kennedy-half-dollar,,1952_S_kennedy-half-dollar
1,1952,D,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1952_D_jefferson-nickel
1,1952,D,Penny,Lincoln Cent,Lincoln Cent (Wheat Reverse),lincoln-cent,,1952_D_lincoln-cent
1,1952,S,Quarter,Washington Silver Quarter,,quarter,,1952_S_quarter
1,1952,D,Quarter,Washington Silver Quarter,,quarter,,1952_D_quarter
1,1952,,Quarter,Washington Silver Quarter,,quarter,,1952_quarter
1,1953,S,Dime,Roosevelt Dimes,,dime,,1953_S_dime
1,1953,D,Dime,Roosevelt Dimes,silver,dime,,1953_D_dime
1,1953,,Dime,Roosevelt Dimes,silver,dime,,1953_dime
1,1953,D,Half Dollar,Franklin Half Dollar,Benjamin Franklin,kennedy-half-dollar,,1953_D_kennedy-half-dollar
1,1953,S,Half Dollar,Franklin Half Dollar,Benjamin Franklin,kennedy-half-dollar,,1953_S_kennedy-half-dollar
1,1953,,Half Dollar,Franklin Half Dollar,Benjamin Franklin,kennedy-half-dollar,,1953_kennedy-half-dollar
1,1953,P,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1953_P_jefferson-nickel
1,1953,D,Penny,Lincoln Head Cent,Lincoln Head,lincoln-cent,,1953_D_lincoln-cent
1,1953,S,Penny,Lincoln Head Cent,Lincoln Head,lincoln-cent,,1953_S_lincoln-cent
1,1953,S,Quarter,Washington Silver Quarter,,quarter,,1953_S_quarter
1,1953,D,Quarter,Washington Silver Quarter,,quarter,,1953_D_quarter
1,1954,S,Dime,Roosevelt Dimes,,dime,,1954_S_dime
1,1954,,Dime,Roosevelt Dimes,silver,dime,,1954_dime
1,1954,D,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1954_D_mercury-dime
1,1954,S,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1954_S_jefferson-nickel
1,1954,P,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1954_P_jefferson-nickel
1,1954,D,Nickel,,,nickel,,1954_D_nickel
1,1954,,Nickel,,,nickel,,1954_nickel
1,1954,D,Quarter,Washington Silver Quarter,,quarter,,1954_D_quarter
1,1954,S,Quarter,Washington Silver Quarter,,quarter,,1954_S_quarter
1,1955,P,50 Cent,Silver Franklin Half Dollar,,kennedy-half-dollar,,1955_P_kennedy-half-dollar
1,1955,,Dime,Roosevelt Dimes,,dime,,1955_dime
1,1955,D,Dime,Roosevelt Dimes,,dime,,1955_D_dime
1,1955,S,Dime,Roosevelt Dimes,silver,dime,,1955_S_dime
1,1955,D,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1955_D_jefferson-nickel
1,1955,D,Penny,Lincoln Cent Series,Abraham Lincoln,lincoln-cent,,1955_D_lincoln-cent
1,1956,,Dime,Roosevelt Dimes,,dime,,1956_dime
1,1956,P,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1956_P_jefferson-nickel
1,1956,D,Penny,Lincoln Cent,Lincoln Cent (Wheat Reverse),lincoln-cent,,1956_D_lincoln-cent
1,1956,P,Roosevelt Dime,Roosevelt Dime,,dime,,1956_P_dime
1,1957,,Dime,Roosevelt Dimes,Silver,dime,,1957_dime
1,1957,P,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1957_P_jefferson-nickel
1,1957,D,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1957_D_lincoln-cent
1,1958,,Dime,Roosevelt Dimes,,dime,,1958_dime
1,1958,D,Dime,Roosevelt Dimes,Silver,dime,,1958_D_dime
1,1958,,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1958_mercury-dime
1,1958,P,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1958_P_jefferson-nickel
1,1958,D,Penny,Lincoln Cent,Lincoln Cent (Wheat Reverse),lincoln-cent,,1958_D_lincoln-cent
1,1958,S,Penny,Lincoln Memorial Cent,Lincoln Head,lincoln-cent,,1958_S_lincoln-cent
1,1958,P,Roosevelt Dime,Roosevelt Dime,,dime,,1958_P_dime
1,1959,,Dime,Roosevelt Dimes,,dime,,1959_dime
1,1959,D,Dime,Mercury Dime,Winged Liberty Head,mercury-dime,,1959_D_mercury-dime
1,1959,D,Half Dollar,Franklin Half Dollar,Benjamin Franklin,kennedy-half-dollar,,1959_D_kennedy-half-dollar
1,1959,D,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1959_D_jefferson-nickel
1,1959,P,Nickel,Jefferson Nickel Series,Thomas Jefferson,jefferson-nickel,,1959_P_jefferson-nickel
1,1959,D,Penny,Lincoln Cent,Lincoln Head,lincoln-cent,,1959_D_lincoln-cent
1,1960,,Dime,Roosevelt Dimes,Silver,dime,,1960_dime
1,1960,D,Dime,Roosevelt Dimes,,dime,,1960_D_dime
1,1960,D,Half Dollar,Franklin Half Dollar,Benjamin Franklin,kennedy-half-dollar,,1960_D_kennedy-half-dollar
