Category,Series,Denomination,Year,Mint Mark,Variety,Has History,Has Obverse,Has Reverse,Grok Verified
coin,Dollar,One Cent,,,1 Penny - Grand Rapids Chapter No. 7 (Michigan),Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Long Island),Yes,No,No,No
coin,Dollar,One Dollar,,,"Florida United Numismatists - 6th Annual Convention (Miami, Florida)",Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Monroe Doctrine Centennial),Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Huguenot-Walloon Tercentenary),Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - Bismarck, North Dakota",Yes,No,No,No
coin,Dollar,Half Dollar,,,50 Cents - Illinois (100th anniversary New Athens),Yes,No,No,No
coin,Dollar,Half Dollar,,,50 Cents - Cumberland County Anniversary (Maine),Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - Atlantic Centennial (Atlantic, Iowa)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Bicentennial of the Congress),Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Congress),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Constitution),Yes,No,No,No
coin,Dollar,One Cent,,,1 Cent - Talbot Allum and Lee,Yes,No,No,No
coin,Half Dollar,Half Dime,,,"½ Dime - ""Seated Liberty Half Dime"" (obverse legend)",Yes,No,No,No
coin,Dollar,One Dime,,,"1 Dime ""Seated Liberty Dime"" (without stars, date arrows removed)",Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,"100 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Iowa Centennial),Yes,No,No,No
coin,Dollar,Five Cents,,,"5 Cents ""Liberty Nickel"" (without ""CENTS"")",Yes,No,No,No
coin,Dollar,5 Mills,,,5 Mills - Sales Tax Payment (Arizona),Yes,No,No,No
coin,Dollar,Twenty Cents,,,"20 Cents ""Seated Liberty""",Yes,No,No,No
coin,Dollar,Fifty Dollars,,,"50 Dollars ""American Buffalo"" (Gold Bullion Coinage)",Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars (Indian Head),Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (American Bald Eagle),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (XXIII Olympiad),Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars (Coronet Head - With motto),Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Maine Statehood Centennial),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Andrew Johnson),Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Gettysburg National Military Park, Pennsylvania)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Louis Braille Bicentennial),Yes,No,No,No
coin,Half Dollar,One Dollar,,,1 Dollar (Atlanta Olympics - Cycling),Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent ""Liberty Head / Matron Head Modified"" (Type 2 Young Head)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Thomas Alva Edison),Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar ""Native American Dollar"" (Wampanoag Treaty)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Seoul Olympiad),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Korean War Memorial Coin),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (XXV Olympiad),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Bill of Rights),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (World War II),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (1994 World Cup Tournament),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Bicentennial of the U.S. Capitol),Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar (Centennial Olympic Games, Gymnastics)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar (Centennial Olympic Games, Paralympics)",Yes,No,No,No
coin,Half Dollar,One Dollar,,,1 Dollar (Botanic Garden),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (San Francisco Old Mint Centennial),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Lewis and Clark Bicentennial),Yes,No,No,No
coin,Dollar,One Dollar,,,Ronald Reagan - Double Eagle (Series AA),Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - Firelands Sesquicentennial (Norwalk, Ohio)",Yes,No,No,No
coin,Dollar,One Dollar,,,"Souvenir Dollar - Milan, Ohio (Birthplace of Thomas Edison)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - Don't Worry Club (Doutrich's; Harrisburg, Pennsylvania)",Yes,No,No,No
coin,Dollar,1 Mill,,,1 Mill - Emergency School Tax (New Mexico),Yes,No,No,No
coin,Half Dollar,One Dollar,,,1 Dollar (USO Anniversary),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Eisenhower Centennial),Yes,No,No,No
coin,Dollar,1 Mill,,,1 Mill - Sales Tax Receipt (Missouri),Yes,No,No,No
coin,Dollar,5 Mills,,,5 Mills - Sales Tax Receipt (Missouri),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Ounce - Morgan Dollar,Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars (Olympics),Yes,No,No,No
coin,Dollar,1 Mill,,,1 Mill - Sales Tax Payment (Arizona),Yes,No,No,No
coin,Dollar,1 Mill,,,1 Mill - Sales Tax Payment (Arizona),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Ounce - Silver Trade Unit (Morgan Dollar),Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Glacier National Park, Montana)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Boy Scouts of America Centennial),Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - Caesar's Riverboat Casino,Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Bill Of Rights),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Little Rock Central High School Desegregation),Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Bicentennial, Silver Issue)",Yes,No,No,No
coin,Half Dollar,Half Dollar,,,"½ Dollar ""Kennedy Half Dollar"" (Bicentennial, Silver Issue)",Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents - Pump and Pantry,Yes,No,No,No
coin,Dollar,Five Cents,,,"25 Cents - Harrah's Casino (Maryland Heights, Missouri)",Yes,No,No,No
coin,Dollar,Five Cents,,,5 Cents - Kalākaua I,Yes,No,No,No
coin,Dollar,One Dollar,,,1 Ounce - American Pacific Mint (Morgan Silver Trade Unit),Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents ""Liberty Cap Dime"" (2nd variety)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Ulysses S. Grant),Yes,No,No,No
coin,Dollar,Five Dollars,,,"25 Dollars ""American Gold Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Dollar,Two Dollars,,,2 Dollars (President Eisenhower),Yes,No,No,No
coin,Dollar,1 Mill,,,1 Mill - Consumer's Tax Check (Oklahoma),Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Billy's Auto Laundry (Bladensburg, Maryland)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (James Garfield),Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Panama-Pacific Exposition),Yes,No,No,No
coin,Dollar,One Cent,,,1 Cent (Alden and Frink),Yes,No,No,No
coin,Dollar,One Cent,,,1 Cent (Alden and Frink),Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar ""Gobrecht Dollar""",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar ""Gobrecht Dollar""",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Olympic National Park, Washington)",Yes,No,No,No
coin,Dollar,Four Dollars,,,"4 Dollars ""1879 Stella"" (Pattern)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent ""1792 Silver Center and Copper"" (Pattern)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent ""Fugio Cent""",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar ""1873 Trade Dollar"" (Pattern)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar ""1879 Goloid Metric Dollar"" (Pattern; Goloid)",Yes,No,No,No
coin,Dollar,Four Dollars,,,"1 Stella / 4 Dollars ""1880 Stella"" Pattern; aluminium",Yes,No,No,No
coin,Dollar,Four Dollars,,,"4 Dollars ""1880 Stella"" (Pattern; gold)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar ""1880 Goloid Metric Dollar"" (Pattern; Goloid)",Yes,No,No,No
coin,Dollar,Four Dollars,,,"1 Stella / 4 Dollars ""1880 Stella"" (Pattern; gold)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar ""1880 Goloid Metric Dollar"" (Pattern; Goloid)",Yes,No,No,No
coin,Dollar,Twenty Dollars,,,"20 Dollars ""Metric Double Eagle / Quintuple Stella""",Yes,No,No,No
coin,Quarter,Two and a Half Dollars,,,"2½ Dollars ""Quarter Eagle"" (Pattern; copper)",Yes,No,No,No
coin,Dollar,Half Dollar,,,"50 Cents - Logan Mines Inc. (Big Creek, West Virginia)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Lake Superior Coal Company (Superior, West Virginia)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar ""Large Indian Head"" (Type 3)",Yes,No,No,No
coin,Dollar,Three Dollars,,,"3 Dollars ""Indian Princess Head""",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar ""Small Indian Head"" (Type 2)",Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Indian Head - No motto),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Indian Head - With motto),Yes,No,No,No
coin,Dollar,Twenty Dollars,,,"20 Dollars (Liberty Head - Double Eagle, With motto)",Yes,No,No,No
coin,Dollar,Twenty Dollars,,,"20 Dollars (Saint-Gaudens - Double Eagle, With motto)",Yes,No,No,No
coin,Dollar,Twenty Dollars,,,"20 Dollars (Liberty Head - Double Eagle, With motto)",Yes,No,No,No
coin,Dollar,Twenty Dollars,,,"20 Dollars (Saint-Gaudens - Double Eagle, No motto, Roman numerals)",Yes,No,No,No
coin,Dollar,Twenty Dollars,,,"20 Dollars (Saint-Gaudens - Double Eagle, No motto)",Yes,No,No,No
coin,Quarter,Five Dollars,,,"25 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Dollar,Fifty Dollars,,,"50 Dollars ""American Gold Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,"100 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,"100 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Dollar,Twenty Dollars,,,"20 Dollars (Saint-Gaudens; Roman numerals, no motto, ultra high relief)",Yes,No,No,No
coin,Dollar,Twenty Dollars,,,"20 Dollars ""Saint-Gaudens - Double Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar ""Draped Bust Dollar"" (Heraldic eagle)",Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Library of Congress; Bimetallic),Yes,No,No,No
coin,Dollar,One Dollar,,,2 Ounces - America's Rarest Coins (Gobrecht Dollar),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Martha Washington; Bullion Coinage),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Abigail Adams; Bullion Coinage),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Dolley Madison; Bullion Coinage),Yes,No,No,No
coin,Half Dollar,Ten Dollars,,,10 Dollars (Thomas Jefferson's Liberty; Bullion Coinage),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Elizabeth Monroe; Bullion Coinage),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Louisa Adams; Bullion Coinage),Yes,No,No,No
coin,Half Dollar,Ten Dollars,,,10 Dollars (Andrew Jackson's Liberty; Bullion Coinage),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Martin van Buren's Liberty; Bullion Coinage),Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent ""Liberty Cap Cent""",Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Anna Harrison; Bullion Coinage),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Letitia Tyler; Bullion Coinage),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Julia Tyler; Bullion Coinage),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Sarah Polk; Bullion Coinage),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Margaret Taylor; Bullion Coinage),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Abigail Fillmore; Bullion Coinage),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Jane Pierce; Bullion Coinage),Yes,No,No,No
coin,Quarter,Ten Dollars,,,10 Dollars (James Buchanan's Liberty; Bullion Coinage),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Mary Todd Lincoln; Bullion Coinage),Yes,No,No,No
coin,Dollar,Twenty Dollars,,,"20 Dollars (Liberty Head - Double Eagle, No motto)",Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Pattern),Yes,No,No,No
coin,Dollar,One Cent,,,1 Cent (Pattern),Yes,No,No,No
coin,Half Dollar,One Dollar,,,1 oz Silver (Walking Liberty),Yes,No,No,No
coin,Dollar,One Dime,,,10 Cents - Mountain Dew,Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Columbus),Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent ""Flowing Hair Cent"" (Wreath reverse)",Yes,No,No,No
coin,Dollar,One Cent,,,"1 Cent ""Flowing Hair Cent"" (Chain reverse)",Yes,No,No,No
coin,Half Dollar,Half Cent,,,"½ Cent ""Braided Hair - Half Cent""",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Rutherford B. Hayes),Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Vicksburg National Military Park, Mississippi)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Chickasaw National Recreation Area, Oklahoma)",Yes,No,No,No
coin,Dollar,Fifty Dollars,,,50 Dollars (Panama–Pacific Exposition),Yes,No,No,No
coin,Dollar,Fifty Dollars,,,50 Dollars (Panama–Pacific Exposition),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Panama–Pacific Exposition),Yes,No,No,No
coin,Dollar,Two and a Half Dollars,,,2½ Dollars (Panama–Pacific Exposition),Yes,No,No,No
coin,Dollar,One Dollar,,,2 oz Silver (50 Dollars Banknote),Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Seated Liberty Quarter"" (without motto, with rays and date arrows)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Seated Liberty Quarter"" (without motto, with date arrows)",Yes,No,No,No
coin,Dollar,One Dollar,,,Society for Creative Anachronism (Thor's Hammer),Yes,No,No,No
coin,Dollar,One Dollar,,,Society for Creative Anachronism (Marriage of Janos and Rachel),Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Hawaiian Sesquicentennial),Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Vermont Sesquicentennial),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Victoria Kaʻiulani (Reginald Huth Pattern),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Victoria Kaʻiulani (Reginald Huth Pattern),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Liliʻuokalani (Reginald Huth Pattern),Yes,No,No,No
coin,Half Dollar,Five Cents,,,"5 Cents ""Flowing Hair Half Dime""",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Victoria Kaʻiulani (Bernard von NotHaus Bullion Issue),Yes,No,No,No
coin,Quarter,One Dollar,,,¼ Crown - Victoria Kaʻiulani (Bernard von NotHaus Bullion Issue),Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Counterstamped),Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Counterstamped),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Counterstamped),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Counterstamped),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Liliʻuokalani (Bernard von NotHaus Bullion Issue),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Kamehameha I (Bernard von NotHaus Bullion Issue),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - Kalākaua (Bernard von NotHaus Bullion Issue),Yes,No,No,No
coin,Dollar,Five Dollars,,,"5 Dollars ""Draped Bust"" (Small Eagle)",Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Liberty Cap / Small Eagle),Yes,No,No,No
coin,Dollar,Five Dollars,,,"5 Dollars ""Liberty Cap"" (Heraldic Eagle)",Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars (Liberty Cap / Heraldic Eagle),Yes,No,No,No
coin,Dollar,Ten Dollars,,,"10 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Quarter,Five Dollars,,,"25 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Half Dollar,Fifty Dollars,,,"50 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,"100 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Dollar,One Hundred Dollars,,,"100 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Half Dollar,Fifty Dollars,,,"50 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Dollar,Ten Dollars,,,"10 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Half Dollar,Fifty Dollars,,,"50 Dollars ""American Platinum Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Quarter,Ten Dollars,,,"10 Dollars ""American Gold Eagle"" (Bullion Coinage)",Yes,No,No,No
coin,Half Dollar,Five Cents,,,"5 Cents ""Half Disme""",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Dolley Madison),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Leif Ericson Millennium),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (West Point Bicentennial),Yes,No,No,No
coin,Half Dollar,One Dollar,,,1 Dollar (First Flight Centennial),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Marine Corps 230th Anniversary),Yes,No,No,No
coin,Half Dollar,One Dollar,,,1 Dollar (Bald Eagle Recovery and National Emblem),Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar (Benjamin Franklin Tercentenary, Scientist)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar (Benjamin Franklin Tercentenary, Founding Father)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Hard Rock (Las Vegas, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - New York New York Casino (Las Vegas),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar - McCarran Airport (Las Vegas),Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Golden Nugget Casino (Las Vegas, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Bellagio (Las Vegas, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar - Desert Inn (Las Vegas, Nevada)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Hawaii Dollar (Honolulu, Hawaii)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - S.W. Stone, Durant (Indian Territory)",Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Mt. Rushmore),Yes,No,No,No
coin,Dollar,Ten Dollars,,,10 Dollars - Sam's Town Casino (Las Vegas),Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents - Sambo's Restaurants (Memphis, TN.)",Yes,No,No,No
coin,Dollar,One Dime,,,"10 Cents ""Liberty Cap Dime"" (1st variety)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar ""Seated Liberty"" (with motto)",Yes,No,No,No
coin,Dollar,Five Cents,,,25 Cents - AAFES Gift Certificate (10A25),Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (California Diamond Jubilee),Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars (Austria),Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars (Germany),Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars (France),Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars (Italy),Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars (Finland),Yes,No,No,No
coin,Dollar,Five Dollars,,,5 Dollars (Kaiser Wilhelm II),Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Lexington-Concord Sesquicentennial),Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (El Yunque National Forest, Puerto Rico)",Yes,No,No,No
coin,Half Dollar,One Dollar,,,1 Dollar - Fairbanks (Alaska),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Chester Arthur),Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar (Grover Cleveland, first term)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Benjamin Harrison),Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar (Grover Cleveland, second term)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar ""Native American Dollar"" (Trade Routes in the 17th Century)",Yes,No,No,No
coin,Half Dollar,Half Dollar,,,"½ Dollar ""Draped Bust Half Dollar"" (Heraldic eagle)",Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Atlanta Olympics - Baseball),Yes,No,No,No
coin,Half Dollar,One Dollar,,,1 Dollar (Robert F. Kennedy),Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Silver Proof Issue)",Yes,No,No,No
coin,Dollar,Five Cents,,,25 Cents - Chuck E. Cheese (Smile America),Yes,No,No,No
medal,U.S. Medals,Medal,,,Medal - United States Mint Bicentennial,Yes,No,No,No
coin,Half Dollar,Half Cent,,,½ Cent,Yes,No,No,No
coin,Half Dollar,Half Dollar,,,"½ Dollar ""Flowing Hair Half Dollar"" (small eagle)",Yes,No,No,No
coin,Dollar,One Dollar,,,"1 Dollar ""Flowing Hair Dollar""",Yes,No,No,No
coin,Half Dollar,Half Dime,,,"½ Dime ""Draped Bust Half Dime"" (small eagle)",Yes,No,No,No
coin,Dollar,One Dime,,,"1 Dime ""Draped Bust Dime"" (small eagle)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Draped Bust Quarter"" (small eagle)",Yes,No,No,No
coin,Half Dollar,Half Dollar,,,"½ Dollar ""Draped Bust Half Dollar"" (small eagle)",Yes,No,No,No
coin,Quarter,Two and a Half Dollars,,,"2½ Dollars ""Capped Bust to Right - Quarter Eagle""",Yes,No,No,No
coin,Dollar,One Dime,,,"1 Dime ""Draped Bust Dime"" (Heraldic eagle)",Yes,No,No,No
coin,Half Dollar,Half Dime,,,"½ Dime ""Draped Bust Half Dime"" (Heraldic eagle)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Lewis and Clark),Yes,No,No,No
coin,Quarter,Five Cents,,,"25 Cents ""Draped Bust Quarter""",Yes,No,No,No
coin,Quarter,Two and a Half Dollars,,,"2½ Dollars ""Capped Head - Quarter Eagle""",Yes,No,No,No
coin,Half Dollar,Half Cent,,,"½ Cent ""Classic Head Half Cent""",Yes,No,No,No
coin,Quarter,Five Cents,,,"25 Cents ""Liberty Cap Quarter"" (with motto)",Yes,No,No,No
coin,Quarter,Two and a Half Dollars,,,"2½ Dollars ""Capped Head - Quarter Eagle""",Yes,No,No,No
coin,Quarter,Two and a Half Dollars,,,"2½ Dollars ""Capped Head - Quarter Eagle""",Yes,No,No,No
coin,Quarter,Five Cents,,,"25 Cents ""Liberty Cap Quarter"" (without motto)",Yes,No,No,No
coin,Dollar,One Dime,,,"1 Dime ""Seated Liberty Dime"" (no stars around rim)",Yes,No,No,No
coin,Dollar,One Dime,,,"1 Dime ""Seated Liberty Dime"" (arrows at date)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Seated Liberty Quarter"" (with motto; with date arrows)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Standing Liberty Quarter"" (No Stars Below Eagle)",Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Atlanta Olympics - Basketball),Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (District of Columbia - Silver Proof)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Puerto Rico - Silver Proof)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Guam - Silver Proof)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (American Samoa - Silver Proof)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (U.S. Virgin Islands - Silver Proof)",Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Northern Mariana Islands - Silver Proof)",Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (Civil War Battlefields),Yes,No,No,No
coin,Dollar,One Cent,,,1 Cent (Union Forever),Yes,No,No,No
coin,Dollar,One Dollar,,,Upper Peninsula Dollar (Michigan),Yes,No,No,No
coin,Quarter,Quarter Dollar,,,"¼ Dollar ""Washington Quarter"" (Chaco Culture National Historical Park, New Mexico)",Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Salt Lake City Olympic Games),Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (50th Anniversary of World War II),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Columbus Quincentenary),Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (US Capitol Visitor Center),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Abraham Lincoln Bicentennial),Yes,No,No,No
coin,Half Dollar,Half Dollar,,,½ Dollar (1992 Olympics),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Freedom Tower),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (Petrus),Yes,No,No,No
coin,Dollar,One Dollar,,,1 Dollar (German Colony),Yes,No,No,No
